x,y
0.6906888469276113,5.705871686211148
1.335492859306611,7.659459821793807
0.12898002436078593,3.9371016245810324
0.7618290250184068,6.477997329463041
1.3169282307787231,7.523959879486046
1.2327258773934302,6.787864763181723
0.8802336836267217,5.751957566291186
0.08066976003465531,3.955024149397529
1.903252364477187,9.247063674408068
0.611461414846614,5.042318334760897
1.7824695750765818,8.976128930258167
1.7891552272265299,9.839688304984433
1.5395320317802916,8.356279047020452
0.9469273374906804,6.747860581008737
1.8488619029122006,9.039722411405805
0.8776727366055241,6.636672001320823
1.0796614750007745,6.826330575811436
1.9994594314549603,9.289639544278678
0.9861847486610837,6.297840035709986
1.0168222650509682,6.8923246074663655
1.9441242516682091,9.500338428199434
1.2679639310251767,7.9783025643448235
0.1788438005448647,4.036342477304485
1.925624014003288,9.209647811499082
0.7391132970026355,5.824067126828736
1.7345906648515077,8.843217784301851
1.2655930023651076,8.042825608314917
1.1382895254098817,6.506406646357586
1.0487719693055195,6.660591713358265
1.120947548302994,7.849880853490804
0.36404819627328333,4.847231696472416
1.2321725584691394,7.973881018593103
0.8893516149177141,6.466280318562747
1.9311736652988223,9.578795926913834
0.016562611646006253,3.783924688103199
0.44096731013641133,4.830982232190218
0.9697096934989422,6.718345172541955
1.8395463260842422,8.94680495361639
0.16024395623629117,4.075330668081588
1.323602857548148,7.038837977560479
1.4848187981725176,8.844319303980983
0.9931991270032596,6.8292818812438405
0.49806196980159934,5.568227009016267
1.4683640490496983,8.64988791391785
1.7378008561572393,8.422441897947369
0.2252143731378169,4.324730308751421
1.5045036590953587,8.928791332937498
1.6218997950894551,8.065255217592004
0.22214413059883054,3.8408932732536725
0.4084391002048948,4.3106863864161085
0.013478753664756704,3.6133114470482846
0.13476319880595233,3.5599990072983294
0.3496010382884891,4.53531519858255
1.4957445068787107,8.064191403782225
0.761500581447925,6.757713222957483
1.7007755636262694,8.567449353151577
0.10217320310546829,4.296767548703307
1.4290645794799588,8.460843723948877
1.7472014403616176,9.015979194521107
0.08453974060743241,4.125881681948686
1.3883980970593566,8.610088893673343
0.527228968139015,5.818092193614592
0.1572251360933712,3.5260192674390383
0.6278900737262514,5.065010891206138
1.793251252745909,8.982838525926352
1.5485603707072142,8.424201498654565
0.6103221696644299,6.055525576637681
0.5478971242378341,5.283866952101988
0.45740996528889677,5.462706987044106
1.1656805907289098,7.095480203841518
0.42383886368913015,4.807218286364643
0.3488515689789988,4.6067121998616365
1.1967551460968908,7.577046262041535
0.2201203154213991,4.525993318733137
0.06730041531417386,4.477337762519653
1.3558700756776076,7.1835309741752855
0.17350164964316872,3.6481729311667253
0.9700676223255695,7.034883678940998
1.636133360980726,8.433762033991188
1.951597137188317,9.812520256954771
0.2678036158715791,4.805324592004975
1.778264074613412,9.36010936193373
0.8470696576142791,5.778161642232627
0.19582898981272057,4.25099744720049
1.0853702771278368,7.067495763577722
1.788257251873994,9.26870058488393
1.1947977296167913,7.472139781795049
0.9595417501667804,6.222888357945323
0.335535138225878,4.9272082261392205
0.8458367044871551,5.971532553794453
1.5017555689000321,7.758583534311104
1.2640669978738892,7.976493379224889
1.651783262788837,8.941521474097554
1.247029786942867,7.087139349397735
1.7432055235904629,9.061567006467454
0.9856444232114354,6.415581025892902
0.36149880073127005,4.4519905078325746
1.7704251682859868,9.642381885763173
0.3566212540423366,4.205926346828591
1.608964726705531,7.918235504129644
