feature_1,feature_2,class
0.22201370620626315,0.5402065352570864,A
1.3474387531690306,1.4128235208269295,A
0.5372381711316694,0.3727304301773564,A
2.1344617931284047,1.404818674702732,A
2.315827177411564,1.3568579843720132,A
1.2050427542846145,0.7809605251516626,A
-0.560842272005551,0.06369405211216317,A
1.2755908381294296,1.3669605281565984,A
0.6152849436217722,0.9711851093067433,A
0.5017241457404443,0.8799990706414537,A
1.1926166214868898,0.7497841131084579,A
1.1782301992099025,1.1673142327377182,A
0.0879295221328763,0.7367226823796567,A
1.5122152249962633,1.1404059543457363,A
1.905543425803083,1.4519055083668788,A
1.576349836930886,1.013981886914679,A
2.095958843522187,1.529738130263377,A
0.12478112823731724,0.38678902709941365,A
1.0402318925530207,1.2217985590928737,A
0.025870323717759103,0.27182203314695164,A
-0.15345347397568787,0.11498747442077273,A
-0.6519203224384418,0.2308226239711928,A
0.8635103158745154,1.3747525256257078,A
1.9185471939549499,1.2168532134181826,A
0.4475249098174632,0.7169394638174408,A
0.36675493755794575,0.2640409782808867,A
0.2587960985381703,0.5400461727318023,A
0.49016031785708547,0.7845429949359273,A
0.4749107287384664,1.1348970241074388,A
0.8348253133686134,0.8017767394796651,A
1.2589557152903632,0.7781537023918501,A
1.897013259603313,1.7189300416112414,A
-1.237926786255057,0.1485847820533679,A
0.46626675665937445,0.7896569459911578,A
0.42358209579761796,0.8207143761596007,A
1.4075771241133008,1.2818969975224213,A
-0.9359198964742312,0.20854719677722477,A
0.8955450731422413,0.8022425193449609,A
1.513791305837024,1.1903076693990944,A
2.1657255857748554,1.619334704160656,A
1.8046526810231125,1.6754415920737333,A
1.797372137266826,1.6828581733621688,A
0.6682262822890397,0.6344547651134717,A
-0.3179563564358987,0.4619848482978439,A
-0.12777994646256907,0.7951518145861809,A
2.459169479721921,1.5087958274257212,A
1.1579820214188932,1.1191259908385054,A
1.2582270709022114,1.2450627113121586,A
1.176039469925955,1.3916165794557551,A
0.9511124417718725,0.33971195675067245,A
-0.46000820633016826,0.29338040520060216,A
-0.027345214763507597,0.8604745238785749,A
0.9939621426463938,1.1993426653145427,A
0.7936887533662849,0.5696293172150976,A
2.2450905126504646,1.4431058857384764,A
2.196924776611967,1.6762210605471781,A
-0.6118643419242735,0.07391083781613106,A
-0.30951835071573774,0.4411167245994577,A
0.8628013266350738,1.1269411917737686,A
0.9583939094590079,0.4099365530125997,A
1.3957750269122302,1.0286133391573553,A
2.336207395417639,1.0514744600256973,A
1.116297069708617,1.0220129117336807,A
1.1109036514068071,0.9454620220174652,A
1.047989407671707,0.8118090850952817,A
0.7092875162358161,0.9177791576190998,A
1.7889677803042994,1.6397522229968398,A
0.45812875036433287,1.0044259119691956,A
0.6816947779528258,1.0777943961930152,A
0.8104041990065141,1.0320718085185947,A
1.1786216166172157,0.8582021765107153,A
0.9866438051809279,0.7214910170671429,A
2.402619060366891,1.5336163260336053,A
1.0048621151381987,1.0931968266979841,A
2.0109149128130013,1.2684307495302367,A
2.5464462866449917,1.8598610787257635,A
-0.15904197889462646,0.5323489591382848,A
1.768840695421366,0.9484468978638905,A
-0.1333957735516227,0.5827247507864464,A
1.8994133154269535,1.3943947110239796,A
2.3640393633966266,1.0822067118381158,A
2.123202220924751,1.5784307415437788,A
1.3832010973287814,1.1586446427448769,A
1.9840023768351678,1.7037037785488822,A
0.7037420505999357,0.648339322994562,A
-0.4684045411683355,0.45137300964783933,A
-0.6015538023800799,0.4282064750785177,A
0.5894237207148028,1.0001614895881663,A
-0.2742884308740754,0.5698365518881956,A
0.3762212430350791,0.7068648785630108,A
2.7234083988969524,2.229723236263373,A
0.4303903158430262,0.2367338656132727,A
0.12868680306788916,0.3316155601620592,A
0.9124637074081015,1.3460094594009515,A
1.296137259792295,1.215809850255121,A
2.4471162882144752,1.8849434110676324,A
0.5060412890397319,0.7303849224788024,A
1.987036891368191,1.4462604671879637,A
0.9306263784402894,0.5852274549070045,A
1.6493687883802546,1.6097908046797673,A
0.3426956844066369,1.0630331439660679,A
3.622259864772519,2.1975627030933014,A
-0.43183189984513115,0.6682201668361254,A
-0.5442283891055879,0.19544827085061078,A
0.5945104408988185,0.5971966095266501,A
0.723745822824108,1.4577272396730523,A
-0.2731267961240986,0.4976357326199802,A
0.945032370192674,1.440566122271957,A
-0.9702368107439816,0.38919433045574026,A
0.20935386954044233,0.8364134543736094,A
1.3448005569736594,0.9047497599083113,A
1.3779231240705894,1.1492245608779124,A
0.9727029264947303,1.2679057118578883,A
0.07869093817875328,-0.07072910399290522,A
-0.6831907036024123,0.30741667148857565,A
1.9841268189032815,1.6907212373514624,A
-0.05891798991916275,0.2776648331905931,A
1.8171512308588953,1.4421180442976906,A
1.3437543575973683,0.848586165160027,A
1.1817419387399415,1.491588246925291,A
0.9764586910854322,1.1423534897066385,A
2.076464920307508,1.3594940861842213,A
0.6820940929854477,0.9488789017387746,A
0.3351553927309231,0.3797626974564595,A
-0.9438683808367951,0.10762739594770487,A
0.76575678121817,0.88243574723584,A
-0.5357625725543005,0.3643355175328562,A
0.9415889984877384,0.7093747550271297,A
0.7116143115495979,1.409364119692757,A
1.3543272487697,1.5109545910186388,A
1.708532163514376,1.1755365521421641,A
0.14782512091777067,0.19068305614312142,A
0.0023674459238787193,0.266549060745095,A
0.7024658067360949,1.1839117918596567,A
0.35051554594499845,0.7875801755069032,A
-0.4125055403271416,0.2534060703171662,A
2.5544690109339103,1.7472702666992204,A
1.2609170363734723,1.0998545358240621,A
2.2444328832862506,1.9198791566065763,A
-1.3818412332350203,-0.019894708468664923,A
1.1219027231139025,0.7759777440764423,A
0.7640795274195482,0.7877235492302158,A
2.5425809375784247,2.024696647621624,A
0.003393606216051337,0.35569138347094686,A
2.3155557364157118,1.3916386792545787,A
0.887421874655769,1.0273772824461949,A
0.4142557623342038,0.685089833134092,A
-1.468442829529545,-0.08982128565768743,A
0.47540749353266665,0.7912463716731245,A
0.6191993871961115,0.733841881596754,A
1.3717032921012116,1.1213947953282433,A
-0.001449105696965436,0.8046642282368996,A
2.6318405301900523,1.4001837769636738,A
2.709014140785616,1.6478750819652928,A
1.4732879659114309,1.3974882651485712,A
1.6757102224184375,1.6783044700376029,A
2.2769781895446073,1.3803764277908523,A
1.3820704593479234,1.393513230880563,A
1.6174953482804308,1.7040847951605733,A
1.5549362068037915,1.4735549689183955,A
1.3132264792227977,1.2772159098296336,A
0.3402645682004789,0.5626459668451507,A
1.0281077811566828,1.500537688789798,A
2.4511722396895244,1.8916533684960934,A
0.37365573420966824,0.8662222596497009,A
0.450013747531792,0.9499551315603489,A
1.8268039657858517,1.3028731720241353,A
0.9619818548309675,0.8810218197700826,A
0.7719701969851245,1.0620209827853175,A
2.460599887816132,1.3154976621815477,A
